v2	v1	decl	premise	v1_succ	v1_fail	v2_succ	v2_fail	category	note
722	647	def $bit_is_one_en_blsPubkey	-- if (i < |boolean_bits*{boolean_bits <- boolean_bits*}|)	552576	0	552576	0	unfalsifiable-tautology	
723	648	def $bit_is_one_en_blsPubkey	-- if (boolean_bits*{boolean_bits <- boolean_bits*}[i] = true)	7552	545024	7552	545024	falsifiable-covered	
725	650	relation ApplyReward	-- if (bool = true)	7552	272512	7552	272512	falsifiable-covered	
728	653	relation ApplyReward	-- if (bool = false)	272512	0	272512	0	unfalsifiable-closing	
730	655	relation ApplyReward_over_participants	-- if boolean*{boolean <- boolean*} matches []	547	280064	547	280064	falsifiable-covered	
731	656	relation ApplyReward_over_participants	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches []	547	0	547	0	unfalsifiable-tautology	
732	657	relation ApplyReward_over_participants	-- if boolean*{boolean <- boolean*} matches _ :: _	280064	0	280064	0	unfalsifiable-closing	
734	659	relation ApplyReward_over_participants	-- if validatorIndex*{validatorIndex <- validatorIndex*} matches _ :: _	280064	0	280064	0	falsifiable-covered	iteration matching lengths; covered by generated tests (combined fail=10)
740	665	relation ProcessProposerSlashing	-- if (beaconBlockHeader_1.SLOT = beaconBlockHeader_2.SLOT)	141	0	141	0	falsifiable-covered	covered by generated tests (combined fail=450)
741	666	relation ProcessProposerSlashing	-- if (beaconBlockHeader_1.PROPOSER_INDEX = beaconBlockHeader_2.PROPOSER_INDEX)	141	0	141	0	falsifiable-covered	covered by generated tests (combined fail=564)
742	667	relation ProcessProposerSlashing	-- if (beaconBlockHeader_1 =/= beaconBlockHeader_2)	141	0	141	0	falsifiable-covered	covered by generated tests (combined fail=66)
744	669	relation ProcessProposerSlashing	-- if (vid_proposer < |state.VALIDATORS|)	141	0	141	0	target-limitation	index bound checks; paper: counted falsifiable, unreached; limitation-coordinated: needs both headers PROPOSER_INDEX edited consistently
746	671	relation ProcessProposerSlashing	-- if $is_slashable_validator(validator_proposer, $get_current_epoch(state))	139	2	139	2	falsifiable-covered	
751	676	relation ProcessProposerSlashing	-- if $bls_verify(validator_proposer.PUBKEY, root_sign_h1, signedBeaconBlockHeader_1.SIGNATURE)	139	0	139	0	falsifiable-covered	covered by generated tests (combined fail=160)
756	681	relation ProcessProposerSlashing	-- if $bls_verify(validator_proposer.PUBKEY, root_sign_h2, signedBeaconBlockHeader_2.SIGNATURE)	139	0	139	0	falsifiable-covered	covered by generated tests (combined fail=160)
758	683	relation ProcessProposerSlashings	-- if proposerSlashing*{proposerSlashing <- proposerSlashing*} matches []	552	141	552	141	falsifiable-covered	
759	684	relation ProcessProposerSlashings	-- if proposerSlashing*{proposerSlashing <- proposerSlashing*} matches _ :: _	141	0	141	0	unfalsifiable-closing	
765	690	relation ProcessAttesterSlashing	-- if ($is_slashable_attestation_data(indexedAttestation_1.DATA, indexedAttestation_2.DATA) = true)	25	0	25	0	falsifiable-covered	prov-precision addresses; covered by generated tests (combined fail=188)
766	691	relation ProcessAttesterSlashing	-- if ($is_valid_indexed_attestation(state, indexedAttestation_1) = true)	25	0	25	0	falsifiable-covered	covered by generated tests (combined fail=25)
767	692	relation ProcessAttesterSlashing	-- if ($is_valid_indexed_attestation(state, indexedAttestation_2) = true)	25	0	25	0	falsifiable-covered	covered by generated tests (combined fail=25)
771	696	relation ProcessAttesterSlashing	-- if bool_slashed_any	24	1	24	1	falsifiable-covered	
772	697	relation ProcessAttesterSlashings	-- if attesterSlashing*{attesterSlashing <- attesterSlashing*} matches []	551	25	551	25	falsifiable-covered	
773	698	relation ProcessAttesterSlashings	-- if attesterSlashing*{attesterSlashing <- attesterSlashing*} matches _ :: _	25	0	25	0	unfalsifiable-closing	
778	703	relation ProcessAttestation	-- if (attestationData.TARGET.EPOCH = $get_current_epoch(state))	524	909	524	909	falsifiable-covered	
779	704	relation ProcessAttestation	-- if (attestationData.TARGET.EPOCH = $compute_epoch_at_slot(attestationData.SLOT))	524	0	524	0	falsifiable-covered	covered by generated tests (combined fail=233)
780	705	relation ProcessAttestation	-- if ((attestationData.SLOT + $MIN_ATTESTATION_INCLUSION_DELAY) <= state.SLOT)	524	0	524	0	falsifiable-covered	covered by generated tests (combined fail=26)
781		relation ProcessAttestation	-- if (attestationData.SLOT <= ($UINT64_MAX - $SLOTS_PER_EPOCH))			524	0	target-limitation	new-in-v2; F21; needs coordinated block edits; limitation-coordinated: needs coordinated attestation-slot+state-slot edits
782	706	relation ProcessAttestation	-- if (state.SLOT <= (attestationData.SLOT + $SLOTS_PER_EPOCH))	524	0	524	0	unfalsifiable-tautology	
783	707	relation ProcessAttestation	-- if (attestationData.INDEX < $get_committee_count_per_slot(state, attestationData.TARGET.EPOCH))	524	0	524	0	falsifiable-covered	covered by generated tests (combined fail=83)
785	709	relation ProcessAttestation	-- if (|attestation.AGGREGATION_BITS| = |vid_committee*{vid_committee <- vid_committee*}|)	524	0	524	0	falsifiable-covered	covered by generated tests (combined fail=79)
787	711	relation ProcessAttestation	-- if $is_valid_indexed_attestation(state, $get_indexed_attestation(state, attestation))	524	0	524	0	falsifiable-covered	covered by generated tests (combined fail=58)
794	718	relation ProcessAttestation	-- if (attestationData.TARGET.EPOCH = $get_previous_epoch(state))	909	0	909	0	falsifiable-covered	covered by generated tests (combined fail=706)
795	719	relation ProcessAttestation	-- if (attestationData.TARGET.EPOCH = $compute_epoch_at_slot(attestationData.SLOT))	909	0	909	0	falsifiable-covered	covered by generated tests (combined fail=639)
796	720	relation ProcessAttestation	-- if ((attestationData.SLOT + $MIN_ATTESTATION_INCLUSION_DELAY) <= state.SLOT)	909	0	909	0	falsifiable-covered	covered by generated tests (combined fail=10)
797		relation ProcessAttestation	-- if (attestationData.SLOT <= ($UINT64_MAX - $SLOTS_PER_EPOCH))			909	0	unfalsifiable-tautology	new-in-v2; F21 symmetry guard; likely tautological; included to verify; guarded by 778/779; targeted attempt (436 mutations) held
798	721	relation ProcessAttestation	-- if (state.SLOT <= (attestationData.SLOT + $SLOTS_PER_EPOCH))	909	0	909	0	falsifiable-covered	covered by generated tests (combined fail=2)
799	722	relation ProcessAttestation	-- if (attestationData.INDEX < $get_committee_count_per_slot(state, attestationData.TARGET.EPOCH))	909	0	909	0	falsifiable-covered	covered by generated tests (combined fail=212)
801	724	relation ProcessAttestation	-- if (|attestation.AGGREGATION_BITS| = |vid_committee*{vid_committee <- vid_committee*}|)	909	0	909	0	falsifiable-covered	covered by generated tests (combined fail=196)
803	726	relation ProcessAttestation	-- if $is_valid_indexed_attestation(state, $get_indexed_attestation(state, attestation))	909	0	909	0	falsifiable-covered	covered by generated tests (combined fail=164)
809	732	relation ProcessAttestations	-- if attestation*{attestation <- attestation*} matches []	551	1607	551	1607	falsifiable-covered	
810	733	relation ProcessAttestations	-- if attestation*{attestation <- attestation*} matches _ :: _	1607	0	1607	0	unfalsifiable-closing	
814	737	relation ProcessDeposit	-- if $is_valid_merkle_branch($hash_tree_root_depositData(deposit.DATA), deposit.PROOF, ($DEPOSIT_CONTRACT_TREE_DEPTH + 1), state.ETH1_DEPOSIT_INDEX, state.ETH1_DATA.DEPOSIT_ROOT)	215	0	215	0	falsifiable-covered	covered by generated tests (combined fail=641)
817	740	relation ProcessDeposits	-- if deposit*{deposit <- deposit*} matches []	551	215	551	215	falsifiable-covered	
818	741	relation ProcessDeposits	-- if deposit*{deposit <- deposit*} matches _ :: _	215	0	215	0	unfalsifiable-closing	
824	747	relation ProcessVoluntaryExit	-- if (vid_exit < |state.VALIDATORS|)	167	0	167	0	falsifiable-covered	index bound checks; covered by generated tests (combined fail=128)
827	750	relation ProcessVoluntaryExit	-- if ($is_active_validator(validator, epoch_cur) = true)	167	0	167	0	falsifiable-covered	covered by generated tests (combined fail=39)
828	751	relation ProcessVoluntaryExit	-- if (validator.EXIT_EPOCH = $FAR_FUTURE_EPOCH)	165	2	165	2	falsifiable-covered	
829	752	relation ProcessVoluntaryExit	-- if (epoch_cur >= voluntaryExit.EPOCH)	165	0	165	0	falsifiable-covered	covered by generated tests (combined fail=120)
830	753	relation ProcessVoluntaryExit	-- if (validator.ACTIVATION_EPOCH <= ($UINT64_MAX - $SHARD_COMMITTEE_PERIOD))	165	0	165	0	unfalsifiable-tautology	
831	754	relation ProcessVoluntaryExit	-- if (epoch_cur >= (validator.ACTIVATION_EPOCH + $SHARD_COMMITTEE_PERIOD))	165	0	165	0	unfalsifiable-tautology	
834	757	relation ProcessVoluntaryExit	-- if ($bls_verify(validator.PUBKEY, root_vol_exit_signing_root, signedVoluntaryExit.SIGNATURE) = true)	165	0	165	0	falsifiable-covered	covered by generated tests (combined fail=162)
836	759	relation ProcessVoluntaryExits	-- if signedVoluntaryExit*{signedVoluntaryExit <- signedVoluntaryExit*} matches []	549	167	549	167	falsifiable-covered	
837	760	relation ProcessVoluntaryExits	-- if signedVoluntaryExit*{signedVoluntaryExit <- signedVoluntaryExit*} matches _ :: _	167	0	167	0	unfalsifiable-closing	
843	766	relation ProcessBlsToExecutionChange	-- if (vid_change < |state.VALIDATORS|)	111	0	111	0	falsifiable-covered	index bound checks; covered by generated tests (combined fail=100)
845	768	relation ProcessBlsToExecutionChange	-- if ($get_first_byte(validator.WITHDRAWAL_CREDENTIALS) = $BLS_WITHDRAWAL_PREFIX)	109	2	109	2	falsifiable-covered	
846	769	relation ProcessBlsToExecutionChange	-- if ($strip_first_byte(validator.WITHDRAWAL_CREDENTIALS) = $strip_first_byte($hash_<blsPubkey>(blsToExecutionChange.FROM_BLS_PUBKEY)))	109	0	109	0	falsifiable-covered	covered by generated tests (combined fail=158)
849	772	relation ProcessBlsToExecutionChange	-- if ($bls_verify(blsToExecutionChange.FROM_BLS_PUBKEY, root_sign, signedBlsToExecutionChange.SIGNATURE) = true)	109	0	109	0	falsifiable-covered	covered by generated tests (combined fail=115)
851	774	relation ProcessBlsToExecutionChanges	-- if signedBlsToExecutionChange*{signedBlsToExecutionChange <- signedBlsToExecutionChange*} matches []	547	111	547	111	falsifiable-covered	
852	775	relation ProcessBlsToExecutionChanges	-- if signedBlsToExecutionChange*{signedBlsToExecutionChange <- signedBlsToExecutionChange*} matches _ :: _	111	0	111	0	unfalsifiable-closing	
856	779	relation ProcessBlockHeader	-- if (block.SLOT = state.SLOT)	560	0	560	0	unfalsifiable-tautology	
857	780	relation ProcessBlockHeader	-- if (state.LATEST_BLOCK_HEADER.SLOT < block.SLOT)	560	0	560	0	falsifiable-covered	covered by generated tests (combined fail=224)
858	781	relation ProcessBlockHeader	-- if ($get_beacon_proposer_index(state) = block.PROPOSER_INDEX)	558	2	558	2	falsifiable-covered	
859	782	relation ProcessBlockHeader	-- if (block.PARENT_ROOT = $hash_tree_root_beaconBlockHeader(state.LATEST_BLOCK_HEADER))	557	1	557	1	falsifiable-covered	
861	784	relation ProcessBlockHeader	-- if (block.PROPOSER_INDEX < |state.VALIDATORS|)	557	0	557	0	unfalsifiable-tautology	
862	785	relation ProcessBlockHeader	-- if ~state.VALIDATORS[block.PROPOSER_INDEX].SLASHED	557	0	557	0	falsifiable-covered	covered by generated tests (combined fail=5)
864	787	relation ProcessWithdrawals	-- if (executionPayload.WITHDRAWALS = withdrawal_expected*{withdrawal_expected <- withdrawal_expected*})	557	0	557	0	falsifiable-covered	covered by generated tests (combined fail=75)
866	789	relation ProcessWithdrawals	-- if (|withdrawal_expected*{withdrawal_expected <- withdrawal_expected*}| = 0)	542	15	542	15	falsifiable-covered	
869	792	relation ProcessWithdrawals	-- if (executionPayload.WITHDRAWALS = withdrawal_expected*{withdrawal_expected <- withdrawal_expected*})	15	0	15	0	falsifiable-covered	covered by generated tests (combined fail=75)
871	794	relation ProcessWithdrawals	-- if (|withdrawal_expected*{withdrawal_expected <- withdrawal_expected*}| = $MAX_WITHDRAWALS_PER_PAYLOAD)	3	12	3	12	falsifiable-covered	
876	799	relation ProcessWithdrawals	-- if (executionPayload.WITHDRAWALS = withdrawal_expected*{withdrawal_expected <- withdrawal_expected*})	12	0	12	0	falsifiable-covered	covered by generated tests (combined fail=75)
878	801	relation ProcessWithdrawals	-- if (|withdrawal_expected*{withdrawal_expected <- withdrawal_expected*}| =/= 0)	12	0	12	0	unfalsifiable-closing	
879	802	relation ProcessWithdrawals	-- if (|withdrawal_expected*{withdrawal_expected <- withdrawal_expected*}| =/= $MAX_WITHDRAWALS_PER_PAYLOAD)	12	0	12	0	unfalsifiable-closing	
884	807	relation ProcessExecutionPayload	-- if (executionPayload.PARENT_HASH = state.LATEST_EXECUTION_PAYLOAD_HEADER.BLOCK_HASH)	557	0	557	0	falsifiable-covered	covered by generated tests (combined fail=122)
885	808	relation ProcessExecutionPayload	-- if (executionPayload.PREV_RANDAO = $get_randao_mix(state, $get_current_epoch(state)))	556	1	556	1	falsifiable-covered	
886	809	relation ProcessExecutionPayload	-- if (executionPayload.TIMESTAMP = $compute_time_at_slot(state, state.SLOT))	556	0	556	0	falsifiable-covered	covered by generated tests (combined fail=356)
887	810	relation ProcessExecutionPayload	-- if $ee_verify_and_notify_new_payload(executionPayload)	556	0	556	0	unfalsifiable-tautology	out-of-scope, paper-folded
891	814	relation ProcessRandao	-- if (vid_proposer < |state.VALIDATORS|)	556	0	556	0	unfalsifiable-tautology	
895	818	relation ProcessRandao	-- if $bls_verify(validator_proposer.PUBKEY, root_signing, body.RANDAO_REVEAL)	556	0	556	0	falsifiable-covered	covered by generated tests (combined fail=304)
902	825	relation ProcessEth1Data	-- if ((n_occ * 2) > ($EPOCHS_PER_ETH1_VOTING_PERIOD * $SLOTS_PER_EPOCH))	0	556	0	556	falsifiable-covered	
905	828	relation ProcessEth1Data	-- if ((n_occ * 2) <= ($EPOCHS_PER_ETH1_VOTING_PERIOD * $SLOTS_PER_EPOCH))	556	0	556	0	unfalsifiable-closing	
906		relation ProcessOperations	-- if (state.ETH1_DEPOSIT_INDEX <= state.ETH1_DATA.DEPOSIT_COUNT)			556	0	falsifiable-covered	new-in-v2; F24; covered by generated tests (combined fail=40)
907	829	relation ProcessOperations	-- if (|body.DEPOSITS| = $min_uint64($MAX_DEPOSITS, (state.ETH1_DATA.DEPOSIT_COUNT - state.ETH1_DEPOSIT_INDEX)))	554	2	554	2	falsifiable-covered	
916	838	relation ProcessSyncAggregate	-- (if (blsPubkey = blsPubkey_committee))*{blsPubkey <- blsPubkey*, blsPubkey_committee <- blsPubkey_committee*}	0	0	547	0	unfalsifiable-tautology	iterated self-comparison of committee pubkeys, spec duplicate (cf. 929); measured 1958/0 in fixed combined
921	843	relation ProcessSyncAggregate	-- if $eth_fast_aggregate_verify(blsPubkey_participants*{blsPubkey_participants <- blsPubkey_participants*}, root_sign, syncAggregate.SYNC_COMMITTEE_SIGNATURE)	547	0	547	0	falsifiable-covered	covered by generated tests (combined fail=200)
929	851	relation ProcessSyncAggregate	-- if (state.CURRENT_SYNC_COMMITTEE.PUBKEYS = blsPubkey_committee*{blsPubkey_committee <- blsPubkey_committee*})	547	0	547	0	unfalsifiable-tautology	
941	863	relation State_transition	-- if (bool = true)	0	563	0	563	falsifiable-covered	validate-flag
944	866	relation State_transition	-- if $verify_block_signature(state_cur, signedBeaconBlock)	0	0	0	0	unfalsifiable-tautology	validate-gated; out-of-scope, paper-folded
946	868	relation State_transition	-- if (beaconBlock.STATE_ROOT = $hash_tree_root_beaconState(state_next))	0	0	0	0	unfalsifiable-tautology	validate-gated; out-of-scope, paper-folded
947	869	relation State_transition	-- if (bool = false)	563	0	563	0	unfalsifiable-tautology	out-of-scope, paper-folded
